Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD,Change,Hour,Weekday,Month,Volatility,CandleBodyRatio,Year
21/01/2020,BTCUSD,8617.21,8643.69,8609.76,8634.1,104.93,905463.63,0.1960031147,01:00,Tuesday,January,0.0039374693,0.4977895668,2020
21/01/2020,BTCUSD,8625.17,8648.6,8601.93,8617.21,137.21,1182402.55,-0.0900000000,00:00,Tuesday,January,0.0054109078,0.1705592458,2020
20/01/2020,BTCUSD,8644.96,8668.16,8598.92,8625.17,155.21,1339863.31,-0.2300000000,23:00,Monday,January,0.0080092910,0.2858174466,2020
20/01/2020,BTCUSD,8670.7,8740.54,8619.88,8644.96,244.91,2129755.66,-0.2968618451,22:00,Monday,January,0.0139158315,0.2133267031,2020
20/01/2020,BTCUSD,8655.22,8672.66,8650,8670.7,40.36,349459.18,0.1788516063,21:00,Monday,January,0.0026180733,0.6831421006,2020
20/01/2020,BTCUSD,8655.28,8665.48,8650,8655.22,69.31,599939.23,0.0000000000,20:00,Monday,January,0.0017885037,0.0038759690,2020
20/01/2020,BTCUSD,8648.18,8668.46,8642.34,8655.28,57.57,498328.8,0.0800000000,19:00,Monday,January,0.0030202887,0.2718223583,2020
20/01/2020,BTCUSD,8627.91,8663.5,8623.77,8648.18,40.85,353405.73,0.2300000000,18:00,Monday,January,0.0046048232,0.5101938082,2020
20/01/2020,BTCUSD,8655.09,8664.69,8623.5,8627.91,127.95,1105988.96,-0.3100000000,17:00,Monday,January,0.0047590493,0.6598689002,2020
20/01/2020,BTCUSD,8664.78,8688.66,8637.03,8655.09,274.63,2379386.29,-0.1100000000,16:00,Monday,January,0.0059586048,0.1876815805,2020
20/01/2020,BTCUSD,8646.1,8666,8623.21,8664.78,116.35,1005629.59,0.2160511676,15:00,Monday,January,0.0049490522,0.4365505959,2020
20/01/2020,BTCUSD,8597.63,8654.42,8580.53,8646.1,308.7,2661507.86,0.5637600129,14:00,Monday,January,0.0085942289,0.6559750981,2020
20/01/2020,BTCUSD,8569.93,8632.1,8507.93,8597.63,475.02,4072153.45,0.3200000000,13:00,Monday,January,0.0144890332,0.2230812596,2020
20/01/2020,BTCUSD,8603.31,8624.61,8533.79,8569.93,298.23,2558236.14,-0.3900000000,12:00,Monday,January,0.0105564021,0.3675401894,2020
20/01/2020,BTCUSD,8644.05,8660,8588.22,8603.31,344.47,2974092.72,-0.4700000000,11:00,Monday,January,0.0083039779,0.5675675676,2020
20/01/2020,BTCUSD,8643.78,8659.93,8628,8644.05,112.1,968551.04,0.0000000000,10:00,Monday,January,0.0036939857,0.0084559975,2020
20/01/2020,BTCUSD,8628.77,8660,8624.49,8643.78,226.41,1957392.19,0.1700000000,09:00,Monday,January,0.0041153026,0.4226978316,2020
20/01/2020,BTCUSD,8652.98,8672.42,8582.82,8628.77,338.91,2922482.94,-0.2800000000,08:00,Monday,January,0.0103548142,0.2702008929,2020
20/01/2020,BTCUSD,8671.74,8681.62,8630,8652.98,246.99,2140071.19,-0.2200000000,07:00,Monday,January,0.0059526692,0.3634250291,2020
