Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD,Change,Hour,Weekday,Month,Volatility,CandleBodyRatio,Year
14/09/2019,BTCUSD,10400.15,10411.72,10375,10378.46,37.11,385478.56,-0.2100000000,19:00,Saturday,September,0.0035307183,0.5906862745,2019
14/09/2019,BTCUSD,10391.86,10410,10360.19,10400.15,66.92,695316.04,0.0800000000,18:00,Saturday,September,0.0047931747,0.1664324433,2019
14/09/2019,BTCUSD,10374.67,10428.12,10374.67,10391.86,123.47,1284373.47,0.1700000000,17:00,Saturday,September,0.0051519711,0.3216089804,2019
14/09/2019,BTCUSD,10373.85,10378.86,10340.33,10374.67,140.21,1452752.5,0.0100000000,16:00,Saturday,September,0.0037141466,0.0212821178,2019
14/09/2019,BTCUSD,10372.6,10422.79,10325.79,10373.85,188.98,1961134.19,0.0120509805,15:00,Saturday,September,0.0093515608,0.0128865979,2019
14/09/2019,BTCUSD,10328.37,10380,10317.76,10372.6,586.95,6085667.18,0.4282379504,14:00,Saturday,September,0.0060261203,0.7106362468,2019
14/09/2019,BTCUSD,10274.56,10358,10264.97,10328.37,183.64,1895477.4,0.5200000000,13:00,Saturday,September,0.0090544023,0.5784155649,2019
14/09/2019,BTCUSD,10301.3,10313.24,10217.01,10274.56,130.61,1340590.5,-0.2595788881,12:00,Saturday,September,0.0093415394,0.2778759223,2019
14/09/2019,BTCUSD,10313.68,10325.62,10300.01,10301.3,11.8,121667.8,-0.1200347500,11:00,Saturday,September,0.0024831098,0.4834049200,2019
14/09/2019,BTCUSD,10308.1,10331.1,10294.26,10313.68,120.66,1244380.42,0.0541321873,10:00,Saturday,September,0.0035738885,0.1514657980,2019
14/09/2019,BTCUSD,10316.46,10349.26,10300,10308.1,31.4,323731.98,-0.0810355490,09:00,Saturday,September,0.0047748937,0.1697117337,2019
14/09/2019,BTCUSD,10323.03,10359.7,10310.25,10316.46,31.07,320926.09,-0.0600000000,08:00,Saturday,September,0.0047902602,0.1328614762,2019
14/09/2019,BTCUSD,10301.86,10346.12,10295.78,10323.03,57.31,591910.02,0.2100000000,07:00,Saturday,September,0.0048864962,0.4205403258,2019
14/09/2019,BTCUSD,10298.63,10320.93,10289.69,10301.86,7.041,72554.75,0.0300000000,06:00,Saturday,September,0.0030334132,0.1033930858,2019
14/09/2019,BTCUSD,10291.89,10334.89,10287.27,10298.63,16.01,165035.06,0.0700000000,05:00,Saturday,September,0.0046269441,0.1415371693,2019
14/09/2019,BTCUSD,10296.06,10310.74,10280.71,10291.89,24.65,253624.43,-0.0400000000,04:00,Saturday,September,0.0029166497,0.1388611389,2019
14/09/2019,BTCUSD,10303.49,10319.34,10288.86,10296.06,17.37,178990.48,-0.0700000000,03:00,Saturday,September,0.0029582210,0.2437664042,2019
14/09/2019,BTCUSD,10319.32,10335,10291.46,10303.49,174.77,1802227.64,-0.1500000000,02:00,Saturday,September,0.0042192703,0.3635737253,2019
14/09/2019,BTCUSD,10326.74,10350.27,10318.6,10319.32,36.08,372730.22,-0.0700000000,01:00,Saturday,September,0.0030667955,0.2342911272,2019
14/09/2019,BTCUSD,10368.65,10385.74,10318.6,10326.74,62.95,651434.12,-0.4000000000,00:00,Saturday,September,0.0064752885,0.6242180518,2019
13/09/2019,BTCUSD,10293.28,10389.14,10276.6,10368.65,240.23,2484489.93,0.7300000000,23:00,Friday,September,0.0109333468,0.6697174338,2019
13/09/2019,BTCUSD,10304.84,10304.84,10255.04,10293.28,64.02,658178.61,-0.1100000000,22:00,Friday,September,0.0048326806,0.2321285141,2019
13/09/2019,BTCUSD,10266.77,10306.41,10246.52,10304.84,128.07,1316957.47,0.3700000000,21:00,Friday,September,0.0058333828,0.6356653865,2019
13/09/2019,BTCUSD,10219.19,10276.3,10153.87,10266.77,193.26,1973725.6,0.4700000000,20:00,Friday,September,0.0119804016,0.3886302377,2019
13/09/2019,BTCUSD,10221.35,10238.25,10181.58,10219.19,86.77,885518.81,-0.0200000000,19:00,Friday,September,0.0055442774,0.0381154050,2019
13/09/2019,BTCUSD,10233.16,10254.94,10194.25,10221.35,91.22,932435.31,-0.1200000000,18:00,Friday,September,0.0059307193,0.1945954853,2019
13/09/2019,BTCUSD,10310,10320.5,10195,10233.16,397.05,4064404.27,-0.7452958293,17:00,Friday,September,0.0121726479,0.6122709163,2019
13/09/2019,BTCUSD,10304.24,10325,10288.76,10310,55.09,567828.75,0.0558993191,16:00,Friday,September,0.0035169988,0.1589403974,2019
13/09/2019,BTCUSD,10295.63,10343.48,10290.88,10304.24,52.32,539919.54,0.0800000000,15:00,Friday,September,0.0051089637,0.1636882129,2019
13/09/2019,BTCUSD,10329.02,10329.02,10283.49,10295.63,185.89,1915998.89,-0.3200000000,14:00,Friday,September,0.0044079690,0.7333626181,2019
13/09/2019,BTCUSD,10345,10363.82,10301.22,10329.02,170.0,1757264.27,-0.1544707588,13:00,Friday,September,0.0060512325,0.2552715655,2019
13/09/2019,BTCUSD,10321.4,10363.94,10304.46,10345,172.19,1779510.39,0.2286511520,12:00,Friday,September,0.0057627841,0.3967720242,2019
13/09/2019,BTCUSD,10285,10326.26,10244.84,10321.4,517.02,5308710.22,0.3539134662,11:00,Friday,September,0.0079163831,0.4470646033,2019
13/09/2019,BTCUSD,10327.59,10351.27,10285,10285,267.58,2756630.8,-0.4123904996,10:00,Friday,September,0.0064167923,0.6426739098,2019
13/09/2019,BTCUSD,10299.85,10343.84,10287.47,10327.59,111.52,1151832.0,0.2700000000,09:00,Friday,September,0.0054728952,0.4921057300,2019
13/09/2019,BTCUSD,10312,10364.1,10286.62,10299.85,248.52,2567742.38,-0.1178238945,08:00,Friday,September,0.0075135764,0.1568146618,2019
13/09/2019,BTCUSD,10321.35,10332.8,10293.37,10312,111.04,1145287.84,-0.0905889249,07:00,Friday,September,0.0038202367,0.2371290895,2019
13/09/2019,BTCUSD,10317.52,10355.46,10308.46,10321.35,81.13,837822.64,0.0400000000,06:00,Friday,September,0.0045553583,0.0814893617,2019
13/09/2019,BTCUSD,10359.42,10374.26,10306.41,10317.52,245.81,2538216.44,-0.4000000000,05:00,Friday,September,0.0065495945,0.6175386883,2019
13/09/2019,BTCUSD,10386.41,10431.09,10350.01,10359.42,67.04,696757.44,-0.2600000000,04:00,Friday,September,0.0078063546,0.3328811051,2019
13/09/2019,BTCUSD,10374.77,10391.62,10365,10386.41,35.6,369611.94,0.1100000000,03:00,Friday,September,0.0025658400,0.4372652141,2019
13/09/2019,BTCUSD,10350.01,10399.77,10350,10374.77,56.88,589861.16,0.2400000000,02:00,Friday,September,0.0048086910,0.4974884469,2019
13/09/2019,BTCUSD,10392.38,10397.89,10350,10350.01,48.91,507272.74,-0.4100000000,01:00,Friday,September,0.0046081841,0.8847358530,2019
13/09/2019,BTCUSD,10420.34,10458.13,10375,10392.38,128.25,1335926.11,-0.2700000000,00:00,Friday,September,0.0079776668,0.3363406712,2019
12/09/2019,BTCUSD,10400.48,10423.99,10373.26,10420.34,72.59,754900.2,0.1900000000,23:00,Thursday,September,0.0048776595,0.3914843288,2019
12/09/2019,BTCUSD,10409,10465,10389.81,10400.48,202.72,2115836.2,-0.0818522433,22:00,Thursday,September,0.0072235565,0.1133129406,2019
12/09/2019,BTCUSD,10330.9,10412.12,10330.9,10409,196.34,2040134.71,0.7559844738,21:00,Thursday,September,0.0078618513,0.9615858163,2019
12/09/2019,BTCUSD,10314,10365,10305.65,10330.9,170.36,1762383.33,0.1638549544,20:00,Thursday,September,0.0057543145,0.2847514743,2019
12/09/2019,BTCUSD,10295.44,10333.86,10271.21,10314,95.83,986948.18,0.1802739854,19:00,Thursday,September,0.0060852183,0.2962490024,2019
12/09/2019,BTCUSD,10296.83,10356,10295,10295.44,263.11,2720376.0,-0.0100000000,18:00,Thursday,September,0.0059241534,0.0227868852,2019
12/09/2019,BTCUSD,10276.78,10302.3,10271.21,10296.83,171.17,1760103.31,0.2000000000,17:00,Thursday,September,0.0030252667,0.6449018977,2019
12/09/2019,BTCUSD,10330.03,10363.78,10241.86,10276.78,527.12,5418981.09,-0.5200000000,16:00,Thursday,September,0.0118024827,0.4367618110,2019
12/09/2019,BTCUSD,10306,10375,10293.51,10330.03,207.93,2149092.66,0.2331651465,15:00,Thursday,September,0.0079070444,0.2948828077,2019
12/09/2019,BTCUSD,10346.07,10359.1,10277.83,10306,175.48,1810017.47,-0.3872968190,14:00,Thursday,September,0.0078551566,0.4930478651,2019
12/09/2019,BTCUSD,10233.56,10368.88,10219.55,10346.07,995.04,10216728.45,1.1000000000,13:00,Thursday,September,0.0145921849,0.7534319962,2019
12/09/2019,BTCUSD,10161.78,10238.24,10161.78,10233.56,399.08,4072041.44,0.7100000000,12:00,Thursday,September,0.0075242723,0.9387915250,2019
12/09/2019,BTCUSD,10145,10195.55,10132.97,10161.78,95.54,971662.15,0.1654016757,11:00,Thursday,September,0.0061685559,0.2681367849,2019
12/09/2019,BTCUSD,10119.94,10178.54,10113.5,10145,184.07,1869047.35,0.2476299267,10:00,Thursday,September,0.0064269156,0.3853013530,2019
12/09/2019,BTCUSD,10146.04,10173.59,10111.51,10119.94,144.31,1463346.68,-0.2600000000,09:00,Thursday,September,0.0061186433,0.4204252577,2019
12/09/2019,BTCUSD,10076.39,10151.34,10074.84,10146.04,189.29,1916608.03,0.6900000000,08:00,Thursday,September,0.0075920047,0.9104575163,2019
12/09/2019,BTCUSD,10054.12,10086.57,10052.89,10076.39,52.02,523832.32,0.2200000000,07:00,Thursday,September,0.0033498705,0.6612232779,2019
12/09/2019,BTCUSD,10078.02,10087.02,10027.52,10054.12,88.74,892060.36,-0.2400000000,06:00,Thursday,September,0.0059039375,0.4016806723,2019
12/09/2019,BTCUSD,10072.93,10104.69,10063.45,10078.02,50.46,508487.34,0.0500000000,05:00,Thursday,September,0.0040941414,0.1234238603,2019
12/09/2019,BTCUSD,10111.98,10125,10053.82,10072.93,118.32,1192791.68,-0.3900000000,04:00,Thursday,September,0.0070391753,0.5486091599,2019
12/09/2019,BTCUSD,10109.8,10130.24,10082.64,10111.98,43.76,442169.38,0.0215632357,03:00,Thursday,September,0.0047083028,0.0457983193,2019
12/09/2019,BTCUSD,10122.92,10130.62,10082.65,10109.8,75.87,766974.81,-0.1296068723,02:00,Thursday,September,0.0047387513,0.2735042735,2019
12/09/2019,BTCUSD,10155.1,10169.63,10122.92,10122.92,51.91,526803.99,-0.3168851119,01:00,Thursday,September,0.0045996593,0.6889317063,2019
12/09/2019,BTCUSD,10154.46,10207.21,10129.77,10155.1,147.96,1505082.52,0.0063026493,00:00,Thursday,September,0.0076262056,0.0082644628,2019
11/09/2019,BTCUSD,10142.41,10168.87,10094.42,10154.46,111.16,1126542.02,0.1200000000,23:00,Wednesday,September,0.0073404644,0.1618535930,2019
11/09/2019,BTCUSD,10166.04,10177.62,10126.26,10142.41,157.16,1594722.82,-0.2300000000,22:00,Wednesday,September,0.0050521147,0.4600856698,2019
11/09/2019,BTCUSD,10103.5,10175.54,10074.49,10166.04,103.3,1046213.89,0.6189934181,21:00,Wednesday,September,0.0100014846,0.6189015339,2019
11/09/2019,BTCUSD,10068,10124.74,10058.02,10103.5,139.65,1410283.09,0.3526023043,20:00,Wednesday,September,0.0066269368,0.5320743405,2019
11/09/2019,BTCUSD,10060.95,10104.39,10035.34,10068,177.08,1784870.74,0.0700729056,19:00,Wednesday,September,0.0068631690,0.1020999276,2019
11/09/2019,BTCUSD,10041.84,10127.84,10041.84,10060.95,119.18,1201694.91,0.1900000000,18:00,Wednesday,September,0.0085641675,0.2222093023,2019
11/09/2019,BTCUSD,10038.35,10075.5,10034.85,10041.84,77.17,775675.61,0.0300000000,17:00,Wednesday,September,0.0040494703,0.0858548585,2019
11/09/2019,BTCUSD,9976.65,10117.43,9927.54,10038.35,406.55,4080599.22,0.6200000000,16:00,Wednesday,September,0.0190334431,0.3249249566,2019
11/09/2019,BTCUSD,10014.33,10027.8,9964.53,9976.65,220.54,2205024.2,-0.3800000000,15:00,Wednesday,September,0.0063179464,0.5955429113,2019
11/09/2019,BTCUSD,10028.19,10059.97,9971.11,10014.33,293.8,2939925.17,-0.1400000000,14:00,Wednesday,September,0.0088610208,0.1559756921,2019
11/09/2019,BTCUSD,10088.95,10096.57,10002.18,10028.19,183.49,1842407.06,-0.6000000000,13:00,Wednesday,September,0.0093557803,0.6437122577,2019
11/09/2019,BTCUSD,10049.2,10090.56,10030.97,10088.95,161.2,1622720.98,0.3955538749,12:00,Wednesday,September,0.0059298253,0.6670582312,2019
11/09/2019,BTCUSD,10085.13,10127.84,10049.19,10049.2,239.45,2418638.74,-0.3562670982,11:00,Wednesday,September,0.0077986104,0.4568340750,2019
11/09/2019,BTCUSD,9988.06,10102.58,9988.06,10085.13,298.27,2999918.1,0.9700000000,10:00,Wednesday,September,0.0114656900,0.8476248690,2019
11/09/2019,BTCUSD,9988.33,10019.29,9971.65,9988.06,127.77,1277377.13,0.0000000000,09:00,Wednesday,September,0.0047695661,0.0056675063,2019
11/09/2019,BTCUSD,10051.01,10061.04,9988.33,9988.33,150.58,1509592.42,-0.6200000000,08:00,Wednesday,September,0.0072340989,0.8620547380,2019
11/09/2019,BTCUSD,9978.22,10068.54,9966.95,10051.01,202.08,2025407.01,0.7300000000,07:00,Wednesday,September,0.0101811746,0.7165075303,2019
11/09/2019,BTCUSD,10008.21,10036.45,9855.11,9978.22,401.68,3991508.71,-0.3000000000,06:00,Wednesday,September,0.0181191242,0.1653799493,2019
11/09/2019,BTCUSD,10036.4,10063.04,9958.7,10008.21,198.02,1980806.89,-0.2808776055,05:00,Wednesday,September,0.0103961580,0.2701744297,2019
11/09/2019,BTCUSD,10077.74,10089.38,10034.89,10036.4,103.4,1040342.14,-0.4102110195,04:00,Wednesday,September,0.0054069662,0.7586713158,2019
11/09/2019,BTCUSD,10062.12,10114.91,10056.67,10077.74,40.64,410329.37,0.1600000000,03:00,Wednesday,September,0.0057880447,0.2682005495,2019
11/09/2019,BTCUSD,10080,10097.05,10047.92,10062.12,71.69,721568.85,-0.1773809524,02:00,Wednesday,September,0.0048740079,0.3639324242,2019
11/09/2019,BTCUSD,10136.25,10151.17,10071.46,10080,157.02,1587742.07,-0.5549389567,01:00,Wednesday,September,0.0078638550,0.7056831012,2019
11/09/2019,BTCUSD,10096,10243.01,10081.01,10136.25,473.47,4821672.23,0.3986727417,00:00,Wednesday,September,0.0160459588,0.2484567901,2019
10/09/2019,BTCUSD,10078.76,10127.53,10027.57,10096,105.19,1060028.4,0.1710527882,23:00,Tuesday,September,0.0099178867,0.1724689876,2019
10/09/2019,BTCUSD,10089.31,10112.54,10054.39,10078.76,99.03,998491.07,-0.1000000000,22:00,Tuesday,September,0.0057635259,0.1814273431,2019
10/09/2019,BTCUSD,10042.14,10115.09,10028.11,10089.31,240.84,2426570.61,0.4700000000,21:00,Tuesday,September,0.0086615004,0.5423085767,2019
10/09/2019,BTCUSD,10005.58,10069.99,9965.43,10042.14,837.59,8381904.66,0.3700000000,20:00,Tuesday,September,0.0104501688,0.3496557001,2019
10/09/2019,BTCUSD,10182.59,10196.28,9910,10005.58,1403.26,14071361.2,-1.7400000000,19:00,Tuesday,September,0.0281146545,0.6183107447,2019
10/09/2019,BTCUSD,10206.14,10219.94,10181.53,10182.59,97.41,993705.75,-0.2300000000,18:00,Tuesday,September,0.0037634208,0.6131215829,2019
10/09/2019,BTCUSD,10211.85,10228.88,10184.82,10206.14,97.03,990325.66,-0.0600000000,17:00,Tuesday,September,0.0043145953,0.1295960054,2019
10/09/2019,BTCUSD,10177.82,10232.41,10169.87,10211.85,93.54,954762.75,0.3300000000,16:00,Tuesday,September,0.0061447343,0.5441317557,2019
10/09/2019,BTCUSD,10201.32,10222.16,10154.19,10177.82,138.4,1410183.2,-0.2300000000,15:00,Tuesday,September,0.0066628632,0.3457407680,2019
10/09/2019,BTCUSD,10235.29,10248.87,10172.19,10201.32,193.23,1970657.76,-0.3300000000,14:00,Tuesday,September,0.0074917272,0.4430099113,2019
10/09/2019,BTCUSD,10252.78,10262.68,10217.27,10235.29,120.58,1234916.81,-0.1700000000,13:00,Tuesday,September,0.0044290427,0.3851574543,2019
10/09/2019,BTCUSD,10248.44,10278.7,10228,10252.78,108.92,1117102.39,0.0400000000,12:00,Tuesday,September,0.0049470944,0.0856015779,2019
10/09/2019,BTCUSD,10233.3,10267.12,10219.63,10248.44,71.42,731508.27,0.1479483647,11:00,Tuesday,September,0.0046407317,0.3188039587,2019
10/09/2019,BTCUSD,10259.74,10284.97,10213.72,10233.3,95.56,979532.42,-0.2577063356,10:00,Tuesday,September,0.0069446204,0.3710877193,2019
10/09/2019,BTCUSD,10264.1,10290,10186.69,10259.74,252.81,2588559.3,-0.0424781520,09:00,Tuesday,September,0.0100651786,0.0422030781,2019
10/09/2019,BTCUSD,10266.66,10288.24,10250,10264.1,77.22,792466.51,-0.0249350811,08:00,Tuesday,September,0.0037246777,0.0669456067,2019
10/09/2019,BTCUSD,10262.21,10310.42,10244.96,10266.66,122.78,1260741.29,0.0400000000,07:00,Tuesday,September,0.0063787430,0.0679804461,2019
10/09/2019,BTCUSD,10268.11,10274.36,10233.02,10262.21,94.63,970170.73,-0.0600000000,06:00,Tuesday,September,0.0040260574,0.1427189163,2019
10/09/2019,BTCUSD,10293.61,10311.49,10253.48,10268.11,90.81,933632.24,-0.2500000000,05:00,Tuesday,September,0.0056355351,0.4395793829,2019
10/09/2019,BTCUSD,10294.41,10335,10271.79,10293.61,46.14,475402.28,-0.0100000000,04:00,Tuesday,September,0.0061402256,0.0126562253,2019
10/09/2019,BTCUSD,10282.43,10323.53,10262.36,10294.41,102.07,1050362.13,0.1200000000,03:00,Tuesday,September,0.0059489829,0.1958476377,2019
10/09/2019,BTCUSD,10331,10371.17,10282.39,10282.43,56.01,577634.79,-0.4701384184,02:00,Tuesday,September,0.0085935534,0.5470826763,2019
10/09/2019,BTCUSD,10340,10390.09,10331,10331,36.15,375040.72,-0.0870406190,01:00,Tuesday,September,0.0057147002,0.1523100355,2019
10/09/2019,BTCUSD,10307.45,10376.93,10300.49,10340,78.3,808783.37,0.3157910055,00:00,Tuesday,September,0.0074159952,0.4258241758,2019
09/09/2019,BTCUSD,10338.54,10380.1,10300.84,10307.45,120.46,1245870.02,-0.3000000000,23:00,Monday,September,0.0076664597,0.3922533434,2019
09/09/2019,BTCUSD,10289.11,10383.9,10282.41,10338.54,132.71,1372105.27,0.4800000000,22:00,Monday,September,0.0098638269,0.4870430584,2019
09/09/2019,BTCUSD,10233.18,10299.13,10222.84,10289.11,53.95,553348.18,0.5500000000,21:00,Monday,September,0.0074551606,0.7331236073,2019
09/09/2019,BTCUSD,10309.59,10332.17,10223.5,10233.18,216.73,2228783.83,-0.7400000000,20:00,Monday,September,0.0105406714,0.7031379406,2019
09/09/2019,BTCUSD,10245.98,10324.13,10233.07,10309.59,102.59,1054602.85,0.6200000000,19:00,Monday,September,0.0088873880,0.6985504063,2019
09/09/2019,BTCUSD,10264.21,10293,10245.82,10245.98,41.47,425992.37,-0.1800000000,18:00,Monday,September,0.0045965544,0.3863925392,2019
09/09/2019,BTCUSD,10264.49,10292.36,10223.26,10264.21,175.35,1800184.54,0.0000000000,17:00,Monday,September,0.0067319467,0.0040520984,2019
09/09/2019,BTCUSD,10332.26,10343.37,10167.62,10264.49,378.52,3879804.72,-0.6600000000,16:00,Monday,September,0.0170098313,0.3856045519,2019
09/09/2019,BTCUSD,10343.28,10377.05,10310.9,10332.26,254.49,2631673.96,-0.1100000000,15:00,Monday,September,0.0063954568,0.1665910809,2019
09/09/2019,BTCUSD,10333.24,10372.53,10305.32,10343.28,255.14,2637338.15,0.1000000000,14:00,Monday,September,0.0065042523,0.1493825324,2019
09/09/2019,BTCUSD,10374.39,10392.4,10319.02,10333.24,170.68,1767010.12,-0.4000000000,13:00,Monday,September,0.0070731870,0.5607795040,2019
09/09/2019,BTCUSD,10425.3,10433.82,10350.09,10374.39,338.23,3518815.15,-0.4883312710,12:00,Monday,September,0.0080314236,0.6080257972,2019
09/09/2019,BTCUSD,10255.24,10542.93,10223.3,10425.3,1063.02,11067318.73,1.6582742091,11:00,Monday,September,0.0311674812,0.5320526859,2019
09/09/2019,BTCUSD,10239.77,10267.09,10190.03,10255.24,85.7,875819.08,0.1500000000,10:00,Monday,September,0.0075255597,0.2007526603,2019
09/09/2019,BTCUSD,10149.46,10271.01,10132.98,10239.77,290.64,2970422.11,0.8900000000,09:00,Monday,September,0.0135997383,0.6542780555,2019
09/09/2019,BTCUSD,10146.97,10163.94,10060,10149.46,310.62,3141955.56,0.0200000000,08:00,Monday,September,0.0102434520,0.0239561285,2019
09/09/2019,BTCUSD,10257.25,10273.13,10081.9,10146.97,682.94,6944025.55,-1.0800000000,07:00,Monday,September,0.0186433986,0.5766877582,2019
09/09/2019,BTCUSD,10301.8,10309.09,10229.49,10257.25,213.61,2193892.35,-0.4324486983,06:00,Monday,September,0.0077268050,0.5596733668,2019
09/09/2019,BTCUSD,10322.41,10334.04,10290,10301.8,158.65,1635194.68,-0.1996626757,05:00,Monday,September,0.0042664455,0.4679836512,2019
09/09/2019,BTCUSD,10309.03,10341.79,10255.08,10322.41,293.36,3020771.45,0.1300000000,04:00,Monday,September,0.0084110726,0.1543074617,2019
09/09/2019,BTCUSD,10324.12,10348.13,10267.96,10309.03,372.52,3839177.08,-0.1500000000,03:00,Monday,September,0.0077653107,0.1882250218,2019
09/09/2019,BTCUSD,10389.45,10408.81,10307.78,10324.12,170.17,1762231.5,-0.6300000000,02:00,Monday,September,0.0097242876,0.6466396120,2019
09/09/2019,BTCUSD,10395.35,10419.36,10384.03,10389.45,28.77,299161.93,-0.0600000000,01:00,Monday,September,0.0033986350,0.1669968865,2019
09/09/2019,BTCUSD,10400.18,10428.45,10379.28,10395.35,149.43,1555653.75,-0.0500000000,00:00,Monday,September,0.0047278028,0.0982306284,2019
08/09/2019,BTCUSD,10390.97,10430.76,10377.49,10400.18,32.82,341324.11,0.0900000000,23:00,Sunday,September,0.0051265666,0.1728928102,2019
08/09/2019,BTCUSD,10420.7,10435.88,10388.4,10390.97,52.86,550469.65,-0.2852975328,22:00,Sunday,September,0.0045563158,0.6261583825,2019
08/09/2019,BTCUSD,10366.5,10420.93,10332.88,10420.7,156.81,1623937.68,0.5000000000,21:00,Sunday,September,0.0084937057,0.6155593413,2019
08/09/2019,BTCUSD,10350.02,10390.09,10338.45,10366.5,101.12,1048367.65,0.1592267455,20:00,Sunday,September,0.0049893623,0.3191324555,2019
08/09/2019,BTCUSD,10339.3,10380.15,10322.65,10350.02,578.67,5987286.15,0.1036820675,19:00,Sunday,September,0.0055613049,0.1864347826,2019
08/09/2019,BTCUSD,10379.93,10406.33,10334.25,10339.3,153.16,1588077.03,-0.3914284586,18:00,Sunday,September,0.0069441701,0.5636792453,2019
08/09/2019,BTCUSD,10424.12,10427.03,10368.59,10379.93,50.52,525093.54,-0.4200000000,17:00,Sunday,September,0.0056062286,0.7561601643,2019
08/09/2019,BTCUSD,10405.04,10452.26,10347.16,10424.12,139.83,1455194.91,0.1800000000,16:00,Sunday,September,0.0101008742,0.1815413892,2019
08/09/2019,BTCUSD,10418.59,10431.19,10391.83,10405.04,30.86,321147.63,-0.1300000000,15:00,Sunday,September,0.0037778625,0.3442581301,2019
08/09/2019,BTCUSD,10377.81,10448.63,10372.53,10418.59,124.39,1296467.36,0.3900000000,14:00,Sunday,September,0.0073329537,0.5358738502,2019
08/09/2019,BTCUSD,10397.1,10433.55,10374,10377.81,71.38,742294.43,-0.1855325043,13:00,Sunday,September,0.0057275586,0.3239294710,2019
08/09/2019,BTCUSD,10409.16,10435.88,10384.88,10397.1,194.57,2028156.25,-0.1158594930,12:00,Sunday,September,0.0048995308,0.2364705882,2019
08/09/2019,BTCUSD,10510.59,10521.15,10229.49,10409.16,672.88,6967130.19,-0.9700000000,11:00,Sunday,September,0.0277491559,0.3477679490,2019
08/09/2019,BTCUSD,10509.42,10556.78,10500.42,10510.59,87.7,922244.23,0.0100000000,10:00,Sunday,September,0.0053628078,0.0207594038,2019
08/09/2019,BTCUSD,10527.69,10556.66,10504.56,10509.42,105.73,1113214.19,-0.1700000000,09:00,Sunday,September,0.0049488539,0.3506717850,2019
08/09/2019,BTCUSD,10546.64,10555.46,10500,10527.69,68.7,723019.59,-0.1800000000,08:00,Sunday,September,0.0052585468,0.3416877028,2019
08/09/2019,BTCUSD,10573.54,10587,10537.45,10546.64,38.38,405552.34,-0.2500000000,07:00,Sunday,September,0.0046862262,0.5428859738,2019
08/09/2019,BTCUSD,10556.71,10579,10544.41,10573.54,32.86,346896.09,0.1600000000,06:00,Sunday,September,0.0032765890,0.4865568083,2019
08/09/2019,BTCUSD,10563.78,10577.36,10521,10556.71,87.68,924862.7,-0.0700000000,05:00,Sunday,September,0.0053352114,0.1254435770,2019
08/09/2019,BTCUSD,10554.1,10594.88,10548.79,10563.78,119.83,1268036.47,0.0917179106,04:00,Sunday,September,0.0043670232,0.2100238663,2019
08/09/2019,BTCUSD,10487.28,10580.51,10480.82,10554.1,132.63,1398169.1,0.6371528175,03:00,Sunday,September,0.0095058013,0.6702778614,2019
08/09/2019,BTCUSD,10501.52,10526.04,10487.28,10487.28,20.78,218450.72,-0.1400000000,02:00,Sunday,September,0.0036908943,0.3673890609,2019
08/09/2019,BTCUSD,10512.79,10541.43,10501.28,10501.52,19.04,200240.52,-0.1100000000,01:00,Sunday,September,0.0038191574,0.2806973848,2019
08/09/2019,BTCUSD,10484.39,10532.6,10484.39,10512.79,57.66,606399.11,0.2700000000,00:00,Sunday,September,0.0045982647,0.5890894005,2019
07/09/2019,BTCUSD,10511.67,10518,10473.06,10484.39,190.7,2002481.73,-0.2600000000,23:00,Saturday,September,0.0042752484,0.6070315977,2019
07/09/2019,BTCUSD,10542.7,10552.18,10491.46,10511.67,301.9,3177873.8,-0.2943268802,22:00,Saturday,September,0.0057594354,0.5110342556,2019
07/09/2019,BTCUSD,10528.73,10563.28,10478.88,10542.7,311.79,3280319.37,0.1326845688,21:00,Saturday,September,0.0080161615,0.1655213270,2019
07/09/2019,BTCUSD,10492.98,10529.16,10481.73,10528.73,367.56,3863057.08,0.3400000000,20:00,Saturday,September,0.0045201649,0.7537423572,2019
07/09/2019,BTCUSD,10475.51,10535.71,10455,10492.98,204.24,2145722.79,0.1700000000,19:00,Saturday,September,0.0077046368,0.2164539710,2019
07/09/2019,BTCUSD,10509.48,10544.21,10470.01,10475.51,66.17,695194.21,-0.3200000000,18:00,Saturday,September,0.0070602922,0.4578167116,2019
07/09/2019,BTCUSD,10516.12,10580,10485.16,10509.48,204.72,2154912.75,-0.0600000000,17:00,Saturday,September,0.0090185354,0.0700126529,2019
07/09/2019,BTCUSD,10470,10561.24,10367.01,10516.12,361.28,3785317.36,0.4404966571,16:00,Saturday,September,0.0185510984,0.2374504453,2019
07/09/2019,BTCUSD,10420.73,10488.13,10419.46,10470,150.28,1571876.1,0.4728075672,15:00,Saturday,September,0.0065897495,0.7174894423,2019
07/09/2019,BTCUSD,10401.07,10444.37,10394.89,10420.73,74.52,776196.24,0.1900000000,14:00,Saturday,September,0.0047572029,0.3973322555,2019
07/09/2019,BTCUSD,10384.17,10420,10377.67,10401.07,91.87,955624.48,0.1600000000,13:00,Saturday,September,0.0040763971,0.3992440350,2019
07/09/2019,BTCUSD,10435.88,10442.62,10384.17,10384.17,46.89,488211.84,-0.5000000000,12:00,Saturday,September,0.0056008693,0.8846877673,2019
07/09/2019,BTCUSD,10366.72,10435.88,10366.72,10435.88,91.09,947378.57,0.6700000000,11:00,Saturday,September,0.0066713483,1.0000000000,2019
